study_name,process_a,process_b,subgroup,model_type,subject_count,parameter_count,wave_count,ll,aic,bic,process,coefficient,subindex,est,pval,se,wald
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,b,gamma,06,0.464,0.617,0.928,0.5
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,b,gamma,10,0.5,0.0,0.08,6.286
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,b,gamma,11,0.034,0.0,0.006,5.566
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,b,gamma,12,-0.01,0.435,0.013,-0.781
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,b,gamma,13,0.002,0.75,0.005,0.318
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,b,gamma,14,0.069,0.425,0.087,0.797
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,b,gamma,15,-0.015,0.878,0.096,-0.153
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,b,gamma,16,0.157,0.331,0.162,0.971
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,b,sigma,00,9.594,0.0,0.251,38.286
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,bb,tau,00,6.484,0.0,0.412,15.748
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,bb,tau,10,1.285,0.0,0.092,13.933
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,bb,tau,11,0.263,0.0,0.029,9.033
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,er,sigma,00,-0.035,0.371,0.039,-0.895
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,er,tau,00,-0.352,0.0,0.082,-4.28
lasa,grip,gait,male,aehplus,800,41,6,-14605.012,29292.023,29484.092,er,tau,11,-0.756,0.0,0.193,-3.925
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,00,19.487,0.0,0.287,67.951
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,01,-0.302,0.0,0.025,-12.338
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,02,0.091,0.112,0.057,1.591
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,03,0.164,0.0,0.029,5.633
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,04,-0.611,0.232,0.511,-1.196
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,05,-0.407,0.357,0.442,-0.921
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,06,-1.822,0.015,0.747,-2.439
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,10,-0.31,0.0,0.035,-8.883
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,11,-0.013,0.0,0.003,-4.287
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,12,-0.006,0.256,0.005,-1.135
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,13,-0.003,0.404,0.003,-0.835
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,14,-0.093,0.077,0.052,-1.771
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,15,-0.019,0.664,0.045,-0.434
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,gamma,16,-0.076,0.415,0.094,-0.814
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,a,sigma,00,14.43,0.0,0.798,18.075
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,aa,tau,00,14.552,0.0,2.148,6.775
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,aa,tau,01,-0.048,0.847,0.25,-0.194
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,aa,tau,11,0.002,0.969,0.044,0.039
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,ab,sigma,00,5.728,0.434,7.322,0.782
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,ab,tau,00,76.858,0.0,19.879,3.866
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,ab,tau,01,-0.02,0.989,1.503,-0.013
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,ab,tau,10,0.335,0.92,3.34,0.1
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,ab,tau,11,0.004,0.986,0.225,0.017
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,00,346.091,0.0,4.986,69.419
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,01,-5.229,0.0,0.411,-12.73
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,02,2.133,0.037,1.023,2.085
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,03,1.984,0.0,0.462,4.294
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,04,-39.658,0.0,8.222,-4.823
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,05,-12.255,0.151,8.531,-1.437
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,06,7.916,0.547,13.143,0.602
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,10,-4.425,0.0,0.567,-7.806
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,11,-0.084,0.093,0.05,-1.678
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,12,0.0,0.999,0.111,0.002
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,13,0.012,0.807,0.05,0.245
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,14,0.106,0.884,0.727,0.145
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,15,0.298,0.732,0.872,0.342
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,gamma,16,-3.4,0.046,1.702,-1.998
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,b,sigma,00,2100.132,0.0,188.179,11.16
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,bb,tau,00,4647.014,0.0,390.63,11.896
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,bb,tau,10,-55.815,0.096,33.497,-1.666
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,bb,tau,11,8.791,0.027,3.972,2.213
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,er,sigma,00,0.033,0.433,0.042,0.784
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,er,tau,00,0.296,0.0,0.067,4.428
lasa,grip,pef,female,aehplus,782,41,6,-16837.662,33757.325,33948.461,er,tau,11,0.031,0.983,1.492,0.021
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,00,33.977,0.0,0.48,70.78
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,01,-0.464,0.0,0.038,-12.163
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,02,-0.078,0.342,0.082,-0.951
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,03,0.217,0.0,0.04,5.464
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,04,0.378,0.533,0.607,0.623
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,05,0.381,0.528,0.604,0.631
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,06,-2.964,0.039,1.433,-2.069
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,10,-0.609,0.0,0.055,-11.032
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,11,-0.034,0.0,0.004,-8.023
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,12,0.002,0.76,0.008,0.306
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,13,-0.001,0.696,0.004,-0.391
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,14,-0.171,0.005,0.061,-2.792
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,15,-0.055,0.38,0.062,-0.878
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,gamma,16,-0.287,0.025,0.128,-2.245
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,a,sigma,00,21.916,0.0,1.25,17.529
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,aa,tau,00,38.352,0.0,3.004,12.768
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,aa,tau,01,-0.08,0.457,0.108,-0.743
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,aa,tau,11,0.009,0.0,0.002,4.882
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,ab,sigma,00,-12.423,0.12,7.987,-1.555
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,ab,tau,00,153.761,0.0,29.379,5.234
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,ab,tau,01,-0.067,0.981,2.859,-0.023
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,ab,tau,10,2.535,0.096,1.523,1.664
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,ab,tau,11,0.295,0.003,0.099,2.978
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,00,454.095,0.0,7.134,63.654
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,01,-7.602,0.0,0.553,-13.75
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,02,4.283,0.001,1.238,3.46
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,03,3.109,0.0,0.559,5.557
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,04,-63.632,0.0,9.057,-7.025
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,05,-0.722,0.937,9.086,-0.08
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,06,-3.18,0.85,16.809,-0.189
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,10,-5.403,0.0,0.761,-7.104
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,11,-0.044,0.477,0.062,-0.711
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,12,-0.044,0.743,0.133,-0.327
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,13,-0.029,0.601,0.056,-0.522
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,14,-0.731,0.439,0.944,-0.775
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,15,-1.909,0.067,1.041,-1.833
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,gamma,16,-1.123,0.692,2.83,-0.397
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,b,sigma,00,2473.382,0.0,173.438,14.261
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,bb,tau,00,10662.275,0.0,728.727,14.631
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,bb,tau,10,-99.175,0.077,56.138,-1.767
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,bb,tau,11,28.818,0.001,8.398,3.432
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,er,sigma,00,-0.053,0.114,0.034,-1.58
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,er,tau,00,0.24,0.0,0.043,5.579
lasa,grip,pef,male,aehplus,800,41,6,-17111.544,34305.089,34497.158,er,tau,11,0.566,0.0,0.095,5.95
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,00,351.972,0.0,4.521,77.852
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,01,-4.495,0.0,0.357,-12.604
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,02,3.083,0.0,0.871,3.541
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,03,2.534,0.0,0.411,6.169
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,04,-30.645,0.0,6.898,-4.442
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,05,-12.35,0.094,7.366,-1.677
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,06,-3.862,0.756,12.452,-0.31
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,10,-3.77,0.0,0.362,-10.425
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,11,-0.138,0.0,0.03,-4.535
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,12,-0.088,0.175,0.065,-1.358
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,13,-0.042,0.171,0.03,-1.37
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,14,-0.817,0.081,0.469,-1.744
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,15,0.062,0.905,0.52,0.119
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,gamma,16,-0.893,0.431,1.135,-0.787
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,a,sigma,00,2094.66,0.0,137.171,15.27
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,aa,tau,00,3905.202,0.0,273.762,14.265
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,aa,tau,01,23.548,0.083,13.592,1.733
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,aa,tau,11,1.263,0.166,0.912,1.385
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,ab,sigma,00,-3.883,0.407,4.682,-0.829
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,ab,tau,00,-19.827,0.042,9.763,-2.031
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,ab,tau,01,-5.937,0.008,2.223,-2.671
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,ab,tau,10,-0.28,0.627,0.577,-0.485
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,ab,tau,11,-0.156,0.236,0.132,-1.184
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,00,7.716,0.0,0.169,45.718
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,01,0.129,0.0,0.018,7.174
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,02,-0.049,0.175,0.036,-1.357
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,03,-0.026,0.16,0.019,-1.404
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,04,0.323,0.234,0.272,1.19
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,05,1.273,0.0,0.34,3.748
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,06,1.737,0.034,0.818,2.124
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,10,0.449,0.0,0.056,7.97
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,11,0.039,0.0,0.007,5.994
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,12,-0.008,0.386,0.009,-0.866
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,13,0.011,0.014,0.005,2.456
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,14,0.064,0.259,0.056,1.128
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,15,-0.033,0.648,0.073,-0.457
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,gamma,16,0.185,0.23,0.154,1.2
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,b,sigma,00,13.333,0.0,2.514,5.303
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,bb,tau,00,1.955,0.212,1.568,1.247
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,bb,tau,10,0.563,0.217,0.456,1.236
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,bb,tau,11,0.318,0.088,0.187,1.704
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,er,sigma,00,-0.023,0.396,0.027,-0.848
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,er,tau,00,-0.227,0.088,0.133,-1.709
lasa,pef,gait,female,aehplus,782,41,6,-24498.99,49079.98,49271.116,er,tau,11,-0.246,0.214,0.199,-1.241
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,00,468.602,0.0,6.535,71.705
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,01,-6.524,0.0,0.472,-13.82
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,02,4.455,0.0,1.111,4.011
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,03,3.174,0.0,0.497,6.388
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,04,-53.236,0.0,7.915,-6.726
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,05,-0.584,0.945,8.439,-0.069
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,06,1.339,0.925,14.312,0.094
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,10,-5.389,0.0,0.55,-9.797
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,11,-0.16,0.0,0.042,-3.817
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,12,-0.058,0.515,0.089,-0.651
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,13,-0.021,0.561,0.036,-0.582
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,14,-1.758,0.004,0.619,-2.842
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,15,-1.382,0.045,0.688,-2.008
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,gamma,16,-1.583,0.281,1.469,-1.077
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,a,sigma,00,2620.983,0.0,155.421,16.864
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,aa,tau,00,9154.709,0.0,603.18,15.177
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,aa,tau,01,23.503,0.473,32.775,0.717
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,aa,tau,11,15.633,0.0,3.403,4.593
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,ab,sigma,00,-4.309,0.363,4.734,-0.91
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,ab,tau,00,-40.598,0.0,5.655,-7.179
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,ab,tau,01,-3.017,0.106,1.866,-1.617
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,ab,tau,10,-0.965,0.156,0.681,-1.419
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,ab,tau,11,-0.776,0.017,0.326,-2.381
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,00,7.21,0.0,0.136,53.018
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,01,0.082,0.0,0.011,7.619
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,02,-0.066,0.008,0.025,-2.64
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,03,-0.017,0.106,0.01,-1.617
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,04,0.083,0.682,0.203,0.41
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,05,0.291,0.17,0.212,1.371
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,06,0.463,0.211,0.37,1.251
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,10,0.415,0.0,0.053,7.857
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,11,0.024,0.0,0.003,7.408
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,12,-0.013,0.014,0.005,-2.446
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,13,0.001,0.738,0.003,0.334
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,14,0.029,0.549,0.048,0.6
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,15,-0.016,0.72,0.046,-0.358
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,gamma,16,0.034,0.766,0.114,0.298
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,b,sigma,00,9.356,0.0,2.232,4.193
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,bb,tau,00,1.42,0.0,0.405,3.507
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,bb,tau,10,0.528,0.021,0.229,2.306
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,bb,tau,11,0.239,0.06,0.127,1.878
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,er,sigma,00,-0.028,0.371,0.031,-0.895
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,er,tau,00,-0.356,0.0,0.062,-5.707
lasa,pef,gait,male,aehplus,800,41,6,-23890.244,47862.489,48054.558,er,tau,11,-0.401,0.0,0.094,-4.271
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,00,1.682,0.0,0.034,48.768
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,01,-0.024,0.0,0.002,-14.784
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,02,0.012,0.001,0.004,3.418
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,03,1.625,0.0,0.216,7.534
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,04,-0.088,0.0,0.023,-3.753
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,05,-0.063,0.206,0.05,-1.263
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,06,-0.023,0.557,0.039,-0.587
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,10,-0.038,0.0,0.009,-4.114
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,11,0.001,0.054,0.0,1.926
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,12,0.0,0.923,0.001,-0.096
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,13,-0.068,0.095,0.041,-1.669
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,14,0.002,0.625,0.005,0.489
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,15,-0.012,0.135,0.008,-1.496
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,gamma,16,-0.007,0.477,0.01,-0.711
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,a,sigma,00,0.027,0.0,0.005,5.696
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,aa,tau,00,0.108,0.0,0.008,14.338
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,aa,tau,01,0.0,0.903,0.001,-0.122
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,aa,tau,11,0.0,0.525,0.001,0.636
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,ab,sigma,00,0.0,0.578,0.001,0.556
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,ab,tau,00,0.011,0.0,0.002,4.752
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,ab,tau,01,0.001,0.469,0.001,0.725
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,ab,tau,10,0.0,0.973,0.001,-0.034
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,ab,tau,11,0.0,0.941,0.0,-0.074
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,b,gamma,00,0.625,0.0,0.019,33.053
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,b,gamma,01,-0.007,0.0,0.001,-7.958
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,b,gamma,02,0.011,0.0,0.002,5.471
map,fev,gait,female,aehplus,931,41,5,963.379,-1844.758,-1646.471,b,gamma,03,0.231,0.008,0.087,2.665
