"software","version","date","time","study_name","model_number","subgroup","model_type","physical_construct","cognitive_construct","physical_measure","cognitive_measure","converged","subject_count","wave_count","datapoint_count","parameter_count","LL","aic","bic","adj_bic","aaic","output_file","data_file","pp_TAU_00","pp_TAU_00_se","pp_TAU_00_pval","pp_TAU_11","pp_TAU_11_se","pp_TAU_11_pval","cc_TAU_00","cc_TAU_00_se","cc_TAU_00_pval","cc_TAU_11","cc_TAU_11_se","cc_TAU_11_pval","p_SIGMA","p_SIGMA_se","p_SIGMA_pval","c_SIGMA","c_SIGMA_se","c_SIGMA_pval","pp_TAU_01","pp_TAU_01_se","pp_TAU_01_pval","pc_TAU_01","pc_TAU_01_se","pc_TAU_01_pval","pc_TAU_00","pc_TAU_00_se","pc_TAU_00_pval","pc_TAU_11","pc_TAU_11_se","pc_TAU_11_pval","pc_TAU_10","pc_TAU_10_se","pc_TAU_10_pval","cc_TAU_10","cc_TAU_10_se","cc_TAU_10_pval","pc_SIGMA","pc_SIGMA_se","pc_SIGMA_pval","p_GAMMA_00","p_GAMMA_00_se","p_GAMMA_00_pval","p_GAMMA_10","p_GAMMA_10_se","p_GAMMA_10_pval","c_GAMMA_00","c_GAMMA_00_se","c_GAMMA_00_pval","c_GAMMA_10","c_GAMMA_10_se","c_GAMMA_10_pval"
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:01 PM","satsa","b1","male","0","pulmonary","memory","fev","digitsforward",TRUE,347,7,NA,23,-5451.076,10948.151,11036.686,10963.723,10951.5689566563,"b1_male_0_pulmonary_memory_fev_digitsforward.out"," satsa.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,0.003,0,0.698,0.03,0,0.093,0.003,0,NA,NA,NA,0.224,0.056,0,0,0,0.685,NA,NA,NA,"0.698","0.03",0,0.009,0.011,0.436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:29 PM","satsa","b1","male","0","pulmonary","memory","fev","figurememory",TRUE,347,7,NA,23,-6938.553,13923.106,14011.641,13938.677,13926.5239566563,"b1_male_0_pulmonary_memory_fev_figurememory.out"," satsa.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,0.003,0,7.597,0.335,0,0.093,0.003,0,NA,NA,NA,0.993,0.24,0,0.001,0.001,0.222,NA,NA,NA,"7.597","0.335",0,0.006,0.033,0.859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:47 PM","satsa","b1","male","0","pulmonary","mental","fev","mmse",TRUE,347,7,NA,23,-6197.693,12441.386,12529.921,12456.958,12444.8039566563,"b1_male_0_pulmonary_mental_fev_mmse.out"," satsa.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,0.003,0,1.837,0.065,0,0.093,0.003,0,NA,NA,NA,0.449,0.111,0,0.001,0.001,0.082,NA,NA,NA,"1.837","0.065",0,0.012,0.017,0.461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 1:55 PM","satsa","b1","male","0","pulmonary","reasoning","fev","block",TRUE,347,7,NA,23,-7316.007,14678.015,14766.549,14693.586,14681.4329566563,"b1_male_0_pulmonary_reasoning_fev_block.out"," satsa.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,0.003,0,9.523,0.472,0,0.093,0.003,0,NA,NA,NA,2.457,0.441,0,0.002,0.001,0.05,NA,NA,NA,"9.523","0.472",0,0.007,0.045,0.885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:59 PM","satsa","b1","male","0","pulmonary","speed","fev","symbol",TRUE,347,7,NA,23,-7817.173,15680.346,15768.881,15695.917,15683.7639566563,"b1_male_0_pulmonary_speed_fev_symbol.out"," satsa.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,0.003,0,23.998,1.037,0,0.093,0.003,0,NA,NA,NA,4.169,0.715,0,0.002,0.001,0.169,NA,NA,NA,"23.998","1.037",0,-0.042,0.061,0.494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:22 PM","satsa","b1","male","0","pulmonary","visuospatial","fev","rotations",TRUE,347,7,NA,23,-8376.797,16799.595,16888.129,16815.166,16803.0129566563,"b1_male_0_pulmonary_visuospatial_fev_rotations.out"," satsa.dat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.093,0.003,0,111.602,5.539,0,0.093,0.003,0,NA,NA,NA,5.427,0.959,0,0.003,0.003,0.267,NA,NA,NA,"111.602","5.539",0,0.045,0.127,0.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:14 PM","satsa","b1","male","a","pulmonary","executive","fev","digitsback",TRUE,347,7,NA,25,-4306.595,8663.189,8759.422,8680.115,8667.23884423676,"b1_male_a_pulmonary_executive_fev_digitsback.out"," satsa.dat",0.338,0.04,0,0,0,0.003,0.768,0.104,0,0,0.001,0.552,0.093,0.003,0,0.907,0.035,0,0.093,0.003,0,NA,NA,NA,0.155,0.044,0,0,0,0.846,NA,NA,NA,"0.907","0.035",0,-0.004,0.01,0.682,2.53,0.055,0,-0.045,0.004,0,4.095,0.1,0,-0.059,0.009,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:04 PM","satsa","b1","male","a","pulmonary","memory","fev","digitsforward",TRUE,347,7,NA,25,-4168.946,8387.892,8484.125,8404.818,8391.94184423676,"b1_male_a_pulmonary_memory_fev_digitsforward.out"," satsa.dat",0.337,0.04,0,0,0,0.003,0.794,0.113,0,0,0,0.809,0.093,0.003,0,0.698,0.03,0,0.093,0.003,0,NA,NA,NA,0.129,0.043,0.003,0,0,0.737,NA,NA,NA,"0.698","0.03",0,0.009,0.011,0.432,2.525,0.055,0,-0.045,0.004,0,5.497,0.096,0,-0.022,0.008,0.009
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:30 PM","satsa","b1","male","a","pulmonary","memory","fev","figurememory",TRUE,347,7,NA,25,-5628.913,11307.826,11404.059,11324.751,11311.8758442368,"b1_male_a_pulmonary_memory_fev_figurememory.out"," satsa.dat",0.336,0.039,0,0,0,0.003,13.215,1.801,0,0.014,0.007,0.035,0.093,0.003,0,7.554,0.324,0,0.093,0.003,0,NA,NA,NA,0.415,0.181,0.022,0,0.001,0.459,NA,NA,NA,"7.554","0.324",0,0.009,0.033,0.787,2.529,0.054,0,-0.045,0.004,0,19,0.331,0,-0.176,0.029,0
"Mplus VERSION 7.3 (Mac)","0.1","06/15/2015"," 9:51 PM","satsa","b1","male","a","pulmonary","reasoning","fev","block",TRUE,347,7,NA,25,-5994.072,12038.143,12134.377,12055.069,12042.1928442368,"b1_male_a_pulmonary_reasoning_fev_block.out"," satsa.dat",0.338,0.039,0,0,0,0.004,40.308,4.347,0,0.042,0.011,0,0.093,0.003,0,9.478,0.476,0,0.093,0.003,0,NA,NA,NA,1.057,0.269,0,0.001,0.001,0.11,NA,NA,NA,"9.478","0.476",0,0.01,0.045,0.83,2.522,0.055,0,-0.044,0.004,0,17.43,0.555,0,-0.426,0.037,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:23 PM","satsa","b1","male","a","pulmonary","visuospatial","fev","rotations",TRUE,347,7,NA,25,-7057.399,14164.799,14261.032,14181.724,14168.8488442368,"b1_male_a_pulmonary_visuospatial_fev_rotations.out"," satsa.dat",0.338,0.04,0,0,0,0.003,230.601,27.838,0,0.324,0.115,0.005,0.093,0.003,0,111.121,5.525,0,0.093,0.003,0,NA,NA,NA,2.258,0.628,0,0.002,0.003,0.563,NA,NA,NA,"111.121","5.525",0,0.052,0.127,0.68,2.53,0.054,0,-0.045,0.004,0,50.478,1.747,0,-1.366,0.147,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:52 PM","satsa","b1","male","ae","muscle","global","grip","mmse",TRUE,341,7,NA,25,-7295.743,14641.486,14737.283,14657.978,14645.612984127,"b1_male_ae_muscle_global_grip_mmse.out"," satsa.dat",37.614,13.438,0.005,0.024,0.093,0.796,2.004,0.227,0,0.016,0.003,0,104.068,2.231,0,1.867,0.068,0,104.068,2.231,0,NA,NA,NA,4.247,1.838,0.021,0.01,0.015,0.522,NA,NA,NA,"1.867","0.068",0,0.197,0.979,0.841,38.446,1.105,0,-0.937,0.146,0,27.585,0.19,0,-0.154,0.022,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:44 PM","satsa","b1","male","ae","muscle","knowledge","grip","anal",TRUE,341,7,NA,25,-7702.964,15455.928,15551.725,15472.419,15460.054984127,"b1_male_ae_muscle_knowledge_grip_anal.out"," satsa.dat",36.138,13.06,0.006,0.022,0.094,0.816,7.202,1.006,0,0.004,0.004,0.403,104.434,2.181,0,5.556,0.288,0,104.434,2.181,0,NA,NA,NA,1.993,2.926,0.496,0.005,0.018,0.787,NA,NA,NA,"5.556","0.288",0,3.279,1.877,0.081,38.572,1.059,0,-0.904,0.137,0,13.173,0.348,0,-0.108,0.026,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:19 PM","satsa","b1","male","ae","muscle","knowledge","grip","info",TRUE,341,7,NA,25,-8351.812,16753.625,16849.422,16770.117,16757.751984127,"b1_male_ae_muscle_knowledge_grip_info.out"," satsa.dat",34.906,12.801,0.006,0.021,0.092,0.821,39.806,3.949,0,0.052,0.01,0,104.884,2.032,0,7.045,0.3,0,104.884,2.032,0,NA,NA,NA,4.702,6.247,0.452,0.016,0.032,0.605,NA,NA,NA,"7.045","0.3",0,1.178,1.975,0.551,38.535,1.057,0,-0.899,0.136,0,30.862,0.55,0,-0.185,0.042,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:30 PM","satsa","b1","male","ae","muscle","knowledge","grip","synon",TRUE,341,7,NA,25,-7854.351,15758.702,15854.499,15775.194,15762.828984127,"b1_male_ae_muscle_knowledge_grip_synon.out"," satsa.dat",36.103,13.172,0.006,0.017,0.092,0.852,22.653,2.434,0,0.007,0.004,0.056,104.641,1.656,0,3.869,0.222,0,104.641,1.656,0,NA,NA,NA,7.569,4.266,0.076,-0.001,0.017,0.931,NA,NA,NA,"3.869","0.222",0,-0.644,1.439,0.655,38.539,1.075,0,-0.909,0.14,0,16.242,0.403,0,-0.086,0.023,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:09 PM","satsa","b1","male","ae","muscle","speed","grip","figid",TRUE,341,7,NA,25,-8580.173,17210.346,17306.143,17226.838,17214.472984127,"b1_male_ae_muscle_speed_grip_figid.out"," satsa.dat",37.781,13.552,0.005,0.02,0.092,0.831,30.188,3.684,0,0.073,0.019,0,104.19,1.722,0,15.901,0.798,0,104.19,1.722,0,NA,NA,NA,13.593,5.105,0.008,0.018,0.046,0.688,NA,NA,NA,"15.901","0.798",0,-4.455,2.652,0.093,38.611,1.056,0,-0.935,0.136,0,25.516,0.601,0,-0.58,0.062,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:01 PM","satsa","b1","male","ae","muscle","speed","grip","symbol",TRUE,341,7,NA,25,-8818.609,17687.218,17783.015,17703.71,17691.344984127,"b1_male_ae_muscle_speed_grip_symbol.out"," satsa.dat",36.196,12.944,0.005,0.018,0.092,0.841,77.926,8.388,0,0.077,0.026,0.003,104.592,1.812,0,24.198,1.021,0,104.592,1.812,0,NA,NA,NA,19.153,8.517,0.025,0.01,0.046,0.826,NA,NA,NA,"24.198","1.021",0,4.389,3.775,0.245,38.613,1.058,0,-0.932,0.134,0,32.216,0.758,0,-0.951,0.057,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:14 PM","satsa","b1","male","ae","pulmonary","executive","fev","digitsback",TRUE,341,7,NA,27,-3744.419,7542.837,7646.298,7560.649,7547.66767092652,"b1_male_ae_pulmonary_executive_fev_digitsback.out"," satsa.dat",0.337,0.041,0,0,0,0.003,0.69,0.098,0,0,0.001,0.575,0.093,0.004,0,0.885,0.035,0,0.093,0.004,0,NA,NA,NA,0.132,0.042,0.002,0,0,0.722,NA,NA,NA,"0.885","0.035",0,-0.003,0.01,0.728,2.478,0.06,0,-0.044,0.005,0,3.885,0.109,0,-0.052,0.01,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:56 PM","satsa","b1","male","ae","pulmonary","global","fev","mmse",TRUE,341,7,NA,25,-3234.491,6518.982,6614.779,6535.474,6523.10898412698,"b1_male_ae_pulmonary_global_fev_mmse.out"," satsa.dat",0.335,0.04,0,0,0,0.003,1.99,0.22,0,0.016,0.003,0,0.093,0.003,0,1.861,0.066,0,0.093,0.003,0,NA,NA,NA,0.178,0.089,0.045,0.001,0.001,0.18,NA,NA,NA,"1.861","0.066",0,0.014,0.018,0.431,2.472,0.063,0,-0.042,0.005,0,27.584,0.187,0,-0.154,0.022,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:40 PM","satsa","b1","male","ae","pulmonary","knowledge","fev","anal",TRUE,341,7,NA,25,-3642.296,7334.592,7430.389,7351.084,7338.71898412698,"b1_male_ae_pulmonary_knowledge_fev_anal.out"," satsa.dat",0.337,0.04,0,0,0,0.004,7.135,1.016,0,0.003,0.004,0.458,0.093,0.003,0,5.585,0.288,0,0.093,0.003,0,NA,NA,NA,0.268,0.136,0.048,0,0.001,0.961,NA,NA,NA,"5.585","0.288",0,0.055,0.034,0.104,2.479,0.057,0,-0.044,0.005,0,13.204,0.348,0,-0.127,0.025,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:26 PM","satsa","b1","male","ae","pulmonary","knowledge","fev","info",TRUE,341,7,NA,27,-5394.795,10843.59,10947.051,10861.402,10848.4206709265,"b1_male_ae_pulmonary_knowledge_fev_info.out"," satsa.dat",0.335,0.04,0,0,0,0.004,39.54,3.987,0,0.05,0.009,0,0.093,0.003,0,7.076,0.305,0,0.093,0.003,0,NA,NA,NA,0.529,0.272,0.052,0,0.001,0.882,NA,NA,NA,"7.076","0.305",0,0.071,0.037,0.054,2.474,0.06,0,-0.044,0.005,0,30.871,0.553,0,-0.183,0.042,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:36 PM","satsa","b1","male","ae","pulmonary","knowledge","fev","synon",TRUE,341,7,NA,25,-3789.043,7628.087,7723.884,7644.578,7632.21398412698,"b1_male_ae_pulmonary_knowledge_fev_synon.out"," satsa.dat",0.336,0.04,0,0,0,0.003,22.557,2.391,0,0.006,0.003,0.065,0.093,0.003,0,3.875,0.213,0,0.093,0.003,0,NA,NA,NA,0.458,0.202,0.023,0,0.001,0.626,NA,NA,NA,"3.875","0.213",0,0.018,0.025,0.476,2.475,0.057,0,-0.044,0.005,0,16.245,0.396,0,-0.088,0.023,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:05 PM","satsa","b1","male","ae","pulmonary","memory","fev","digitsforward",TRUE,341,7,NA,27,-3622.118,7298.237,7401.698,7316.048,7303.06767092652,"b1_male_ae_pulmonary_memory_fev_digitsforward.out"," satsa.dat",0.336,0.041,0,0,0,0.003,0.722,0.108,0,0,0,0.492,0.093,0.003,0,0.693,0.029,0,0.093,0.003,0,NA,NA,NA,0.107,0.042,0.012,0,0,0.778,NA,NA,NA,"0.693","0.029",0,0.009,0.011,0.402,2.476,0.06,0,-0.044,0.005,0,5.325,0.105,0,-0.02,0.009,0.031
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:31 PM","satsa","b1","male","ae","pulmonary","memory","fev","figurememory",TRUE,341,7,NA,27,-5054.422,10162.845,10266.306,10180.656,10167.6756709265,"b1_male_ae_pulmonary_memory_fev_figurememory.out"," satsa.dat",0.335,0.04,0,0,0,0.004,12.077,1.683,0,0.014,0.007,0.037,0.093,0.003,0,7.557,0.324,0,0.093,0.003,0,NA,NA,NA,0.353,0.174,0.042,0,0.001,0.504,NA,NA,NA,"7.557","0.324",0,0.01,0.034,0.773,2.479,0.06,0,-0.044,0.005,0,18.416,0.35,0,-0.181,0.029,0
"Mplus VERSION 7.3 (Mac)","0.1","06/15/2015"," 9:52 PM","satsa","b1","male","ae","pulmonary","reasoning","fev","block",TRUE,341,7,NA,27,-5411.124,10876.248,10979.709,10894.06,10881.0786709265,"b1_male_ae_pulmonary_reasoning_fev_block.out"," satsa.dat",0.337,0.04,0,0,0,0.004,35.623,3.904,0,0.043,0.011,0,0.093,0.003,0,9.518,0.483,0,0.093,0.003,0,NA,NA,NA,0.895,0.258,0.001,0.001,0.001,0.128,NA,NA,NA,"9.518","0.483",0,0.008,0.045,0.859,2.472,0.06,0,-0.043,0.005,0,16.075,0.557,0,-0.418,0.044,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:14 PM","satsa","b1","male","ae","pulmonary","speed","fev","figid",TRUE,341,7,NA,25,-4519.462,9088.923,9184.72,9105.415,9093.04998412698,"b1_male_ae_pulmonary_speed_fev_figid.out"," satsa.dat",0.337,0.04,0,0,0,0.004,29.474,3.507,0,0.073,0.018,0,0.093,0.004,0,15.984,0.813,0,0.093,0.004,0,NA,NA,NA,0.791,0.26,0.002,0.001,0.001,0.422,NA,NA,NA,"15.984","0.813",0,-0.06,0.047,0.206,2.479,0.057,0,-0.045,0.005,0,25.542,0.592,0,-0.585,0.063,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:01 PM","satsa","b1","male","ae","pulmonary","speed","fev","symbol",TRUE,341,7,NA,25,-4758.312,9566.624,9662.421,9583.116,9570.75098412698,"b1_male_ae_pulmonary_speed_fev_symbol.out"," satsa.dat",0.336,0.029,0,0,0,0.007,78.396,7.844,0,0.078,0.024,0.001,0.093,0.009,0,24.144,1.712,0,0.093,0.009,0,NA,NA,NA,1.345,0.351,0,0.001,0.001,0.168,NA,NA,NA,"24.144","1.712",0,-0.03,0.059,0.614,2.476,0.054,0,-0.044,0.004,0,32.273,0.892,0,-0.978,0.071,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:25 PM","satsa","b1","male","ae","pulmonary","visuospatial","fev","rotations",TRUE,341,7,NA,27,-6466.091,12986.183,13089.644,13003.994,12991.0136709265,"b1_male_ae_pulmonary_visuospatial_fev_rotations.out"," satsa.dat",0.337,0.041,0,0,0,0.003,219.686,27.025,0,0.308,0.112,0.006,0.093,0.003,0,111.147,5.561,0,0.093,0.003,0,NA,NA,NA,1.991,0.623,0.001,0.001,0.003,0.64,NA,NA,NA,"111.147","5.561",0,0.076,0.126,0.545,2.479,0.058,0,-0.044,0.005,0,48.144,1.918,0,-1.404,0.158,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:54 PM","satsa","b1","male","aeh","muscle","global","grip","mmse",TRUE,338,7,NA,29,-7226.911,14511.823,14622.691,14530.698,14517.4723506494,"b1_male_aeh_muscle_global_grip_mmse.out"," satsa.dat",33.147,13.649,0.015,0.026,0.096,0.785,1.92,0.229,0,0.016,0.003,0,105.217,2.619,0,1.866,0.068,0,105.217,2.619,0,NA,NA,NA,3.401,1.829,0.063,0.01,0.016,0.548,NA,NA,NA,"1.866","0.068",0,0.305,1.019,0.764,38.093,1.089,0,-0.923,0.151,0,27.521,0.183,0,-0.155,0.022,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:45 PM","satsa","b1","male","aeh","muscle","knowledge","grip","anal",TRUE,338,7,NA,29,-7629.678,15317.355,15428.224,15336.231,15323.0043506493,"b1_male_aeh_muscle_knowledge_grip_anal.out"," satsa.dat",31.874,13.367,0.017,0.025,0.098,0.801,6.875,0.963,0,0.004,0.004,0.411,105.555,2.765,0,5.592,0.291,0,105.555,2.765,0,NA,NA,NA,0.981,2.927,0.738,0.005,0.019,0.789,NA,NA,NA,"5.592","0.291",0,3.317,1.927,0.085,38.204,1.049,0,-0.895,0.14,0,13.041,0.355,0,-0.109,0.027,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:21 PM","satsa","b1","male","aeh","muscle","knowledge","grip","info",TRUE,338,7,NA,29,-8276.144,16610.288,16721.157,16629.164,16615.9373506494,"b1_male_aeh_muscle_knowledge_grip_info.out"," satsa.dat",30.802,13.162,0.019,0.025,0.095,0.796,39.554,3.926,0,0.054,0.01,0,105.982,2.521,0,7.043,0.299,0,105.982,2.521,0,NA,NA,NA,3.726,6.222,0.549,0.019,0.036,0.6,NA,NA,NA,"7.043","0.299",0,1.224,2.021,0.545,38.17,1.056,0,-0.889,0.14,0,30.697,0.55,0,-0.186,0.043,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:32 PM","satsa","b1","male","aeh","muscle","knowledge","grip","synon",TRUE,338,7,NA,29,-7782.916,15623.831,15734.7,15642.707,15629.4803506493,"b1_male_aeh_muscle_knowledge_grip_synon.out"," satsa.dat",31.96,13.667,0.019,0.02,0.095,0.831,21.915,2.378,0,0.007,0.004,0.059,105.704,2.247,0,3.873,0.226,0,105.704,2.247,0,NA,NA,NA,5.957,4.1,0.146,-0.001,0.018,0.949,NA,NA,NA,"3.873","0.226",0,-0.575,1.467,0.695,38.171,1.068,0,-0.899,0.142,0,16.028,0.41,0,-0.084,0.024,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:10 PM","satsa","b1","male","aeh","muscle","speed","grip","figid",TRUE,338,7,NA,29,-8500.589,17059.178,17170.046,17078.053,17064.8273506493,"b1_male_aeh_muscle_speed_grip_figid.out"," satsa.dat",33.616,14.319,0.019,0.023,0.095,0.812,29.729,3.75,0,0.073,0.019,0,105.207,2.273,0,16.008,0.81,0,105.207,2.273,0,NA,NA,NA,12.045,5.042,0.017,0.018,0.048,0.706,NA,NA,NA,"16.008","0.81",0,-4.394,2.706,0.104,38.244,1.049,0,-0.926,0.138,0,25.37,0.624,0,-0.589,0.064,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:03 PM","satsa","b1","male","aeh","muscle","speed","grip","symbol",TRUE,338,7,NA,29,-8738.8,17535.599,17646.468,17554.475,17541.2483506493,"b1_male_aeh_muscle_speed_grip_symbol.out"," satsa.dat",32.08,13.337,0.016,0.022,0.095,0.819,75.841,8.64,0,0.078,0.027,0.004,105.607,2.339,0,24.316,1.036,0,105.607,2.339,0,NA,NA,NA,16.766,8.307,0.044,0.01,0.048,0.828,NA,NA,NA,"24.316","1.036",0,4.438,3.832,0.247,38.23,1.048,0,-0.919,0.136,0,31.905,0.804,0,-0.957,0.06,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:16 PM","satsa","b1","male","aeh","pulmonary","executive","fev","digitsback",TRUE,338,7,NA,29,-2580.725,5219.45,5330.318,5238.325,5225.09935064935,"b1_male_aeh_pulmonary_executive_fev_digitsback.out"," satsa.dat",0.293,0.034,0,0,0,0.004,0.654,0.095,0,0,0.001,0.593,0.093,0.003,0,0.874,0.035,0,0.093,0.003,0,NA,NA,NA,0.091,0.041,0.025,0,0,0.781,NA,NA,NA,"0.874","0.035",0,-0.005,0.01,0.576,2.431,0.058,0,-0.043,0.005,0,3.843,0.11,0,-0.05,0.01,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:57 PM","satsa","b1","male","aeh","pulmonary","global","fev","mmse",TRUE,338,7,NA,29,-3183.086,6424.171,6535.039,6443.047,6429.82035064935,"b1_male_aeh_pulmonary_global_fev_mmse.out"," satsa.dat",0.292,0.034,0,0,0,0.004,1.913,0.221,0,0.016,0.003,0,0.093,0.003,0,1.862,0.069,0,0.093,0.003,0,NA,NA,NA,0.117,0.088,0.182,0.001,0.001,0.186,NA,NA,NA,"1.862","0.069",0,0.014,0.018,0.45,2.425,0.061,0,-0.04,0.005,0,27.511,0.18,0,-0.154,0.022,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:41 PM","satsa","b1","male","aeh","pulmonary","knowledge","fev","anal",TRUE,338,7,NA,29,-3588.762,7235.525,7346.393,7254.401,7241.17435064935,"b1_male_aeh_pulmonary_knowledge_fev_anal.out"," satsa.dat",0.294,0.034,0,0,0,0.006,6.823,0.978,0,0.003,0.004,0.471,0.093,0.003,0,5.611,0.292,0,0.093,0.003,0,NA,NA,NA,0.151,0.128,0.239,0,0.001,0.976,NA,NA,NA,"5.611","0.292",0,0.052,0.035,0.135,2.431,0.057,0,-0.043,0.005,0,13.071,0.358,0,-0.124,0.026,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:27 PM","satsa","b1","male","aeh","pulmonary","knowledge","fev","info",TRUE,338,7,NA,29,-4229.629,8517.257,8628.125,8536.133,8522.90635064935,"b1_male_aeh_pulmonary_knowledge_fev_info.out"," satsa.dat",0.292,0.034,0,0,0,0.005,39.245,3.873,0,0.052,0.009,0,0.093,0.003,0,7.076,0.306,0,0.093,0.003,0,NA,NA,NA,0.389,0.264,0.14,0,0.001,0.969,NA,NA,NA,"7.076","0.306",0,0.068,0.037,0.065,2.427,0.058,0,-0.042,0.005,0,30.72,0.551,0,-0.185,0.043,0
"Mplus VERSION 7.3 (Mac)","0.1","02/27/2015"," 1:37 PM","satsa","b1","male","aeh","pulmonary","knowledge","fev","synon",TRUE,338,7,NA,29,-3735.514,7529.027,7639.896,7547.903,7534.67635064935,"b1_male_aeh_pulmonary_knowledge_fev_synon.out"," satsa.dat",0.293,0.034,0,0,0,0.004,21.833,2.342,0,0.006,0.004,0.075,0.093,0.003,0,3.881,0.22,0,0.093,0.003,0,NA,NA,NA,0.266,0.197,0.178,0,0.001,0.661,NA,NA,NA,"3.881","0.22",0,0.019,0.025,0.454,2.428,0.057,0,-0.042,0.005,0,16.029,0.403,0,-0.086,0.024,0
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:07 PM","satsa","b1","male","aeh","pulmonary","memory","fev","digitsforward",TRUE,338,7,NA,29,-2456.263,4970.527,5081.395,4989.402,4976.17635064935,"b1_male_aeh_pulmonary_memory_fev_digitsforward.out"," satsa.dat",0.294,0.034,0,0,0,0.004,0.642,0.095,0,0,0,0.767,0.093,0.003,0,0.688,0.03,0,0.093,0.003,0,NA,NA,NA,0.062,0.037,0.1,0,0,0.872,NA,NA,NA,"0.688","0.03",0,0.009,0.011,0.435,2.429,0.057,0,-0.043,0.005,0,5.262,0.103,0,-0.018,0.009,0.04
"Mplus VERSION 7.3 (Mac)","0.1","06/16/2015"," 2:32 PM","satsa","b1","male","aeh","pulmonary","memory","fev","figurememory",TRUE,337,7,NA,29,-3891.849,7841.697,7952.48,7860.488,7847.364752443,"b1_male_aeh_pulmonary_memory_fev_figurememory.out"," satsa.dat",0.292,0.034,0,0,0,0.005,12.141,1.701,0,0.013,0.007,0.046,0.093,0.003,0,7.583,0.327,0,0.093,0.003,0,NA,NA,NA,0.348,0.17,0.041,0,0.001,0.455,NA,NA,NA,"7.583","0.327",0,0.009,0.035,0.79,2.431,0.058,0,-0.043,0.005,0,18.434,0.356,0,-0.184,0.03,0
